chr3L:2574754-2577254	chr3L:2562492-2564992	100.000	25	0	0	69	93	925	901	6.78e-08	46.4	1
chr3L:2574754-2577254	chr3L:2562492-2564992	100.000	22	0	0	71	92	902	923	2.88e-06	41.0	1
chr3L:2574754-2577254	chr3L:2562492-2564992	100.000	22	0	0	70	91	903	924	2.88e-06	41.0	1
chr3L:2574754-2577254	chr3L:2562492-2564992	95.833	24	1	0	75	98	902	925	1.01e-05	40.1	1
chr3L:2574754-2577254	chr3L:2562492-2564992	95.652	23	1	0	73	95	902	924	3.51e-05	38.3	1
chr3L:2574754-2577254	chr3L:2562492-2564992	95.652	23	1	0	74	96	924	902	3.51e-05	38.3	1
chr3L:2574754-2577254	chr3L:2562492-2564992	82.051	39	6	1	70	107	932	894	1.23e-04	36.5	2
chr3L:2574754-2577254	chr3L:2562492-2564992	100.000	19	0	0	219	237	459	441	1.23e-04	35.6	1
chr3L:2574754-2577254	chr3L:2562492-2564992	91.304	23	2	0	217	239	459	437	4.28e-04	33.7	1
chr3L:2574754-2577254	chr3L:2562492-2564992	91.304	23	2	0	79	101	902	924	4.28e-04	33.7	1
chr3L:2574754-2577254	chr3L:2562492-2564992	92.000	25	1	1	391	415	1497	1520	4.28e-04	33.7	1
chr3L:2574754-2577254	chr3L:2562492-2564992	81.250	32	6	0	215	246	458	427	0.001	31.9	1
chr3L:2574754-2577254	chr3L:2562492-2564992	100.000	17	0	0	216	232	459	443	0.001	31.9	1
chr3L:2574754-2577254	chr3L:2562492-2564992	100.000	17	0	0	215	231	459	443	0.001	31.9	1
chr3L:2574754-2577254	chr3L:2562492-2564992	87.500	24	3	0	211	234	1214	1237	0.005	31.0	1
chr3L:2574754-2577254	chr3L:2562492-2564992	80.645	31	6	0	54	84	932	902	0.005	30.1	1
chr3L:2574754-2577254	chr3L:2562492-2564992	90.476	21	2	0	216	236	1218	1238	0.005	30.1	1
chr3L:2574754-2577254	chr3L:2562492-2564992	86.364	22	3	0	70	91	911	932	0.064	27.4	1
chr3L:2574754-2577254	chr3L:2562492-2564992	94.118	17	1	0	221	237	1218	1234	0.064	27.4	1
chr3L:2574754-2577254	chr3L:2562492-2564992	89.474	19	2	0	2291	2309	459	441	0.064	26.5	1
chr3L:2574754-2577254	chr3L:2562492-2564992	80.000	30	5	1	65	94	687	715	0.22	24.7	1
chr3L:2574754-2577254	chr3L:2562492-2564992	93.333	15	1	0	1515	1529	1234	1220	0.77	23.8	1
chr3L:2574754-2577254	chr3L:2562492-2564992	93.333	15	1	0	1428	1442	2342	2356	0.77	23.8	1
chr3L:2574754-2577254	chr3L:2562492-2564992	81.818	22	4	0	1508	1529	434	455	0.77	22.9	1
chr3L:2574754-2577254	chr3L:2562492-2564992	88.235	17	2	0	1519	1535	448	464	0.77	22.9	1
