chr2L:7912927-7915086	chr2L:7910119-7912619	94.737	19	1	0	2058	2076	31	49	0.004	31.0	1
chr2L:7912927-7915086	chr2L:7910119-7912619	94.118	17	1	0	884	900	48	32	0.055	27.4	1
chr2L:7912927-7915086	chr2L:7910119-7912619	100.000	14	0	0	648	661	967	954	0.055	26.5	1
chr2L:7912927-7915086	chr2L:7910119-7912619	100.000	13	0	0	647	659	955	967	0.19	24.7	1
chr2L:7912927-7915086	chr2L:7910119-7912619	100.000	13	0	0	647	659	969	981	0.19	24.7	1
chr2L:7912927-7915086	chr2L:7910119-7912619	100.000	13	0	0	648	660	981	969	0.19	24.7	1
chr2L:7912927-7915086	chr2L:7910119-7912619	87.500	24	1	2	648	670	991	969	0.67	23.8	1
chr2L:7912927-7915086	chr2L:7910119-7912619	88.235	17	2	0	2059	2075	34	50	0.67	22.9	1
chr2L:7912927-7915086	chr2L:7910119-7912619	100.000	12	0	0	2017	2028	633	644	0.67	22.9	1
chr2L:7912927-7915086	chr2L:7910119-7912619	100.000	12	0	0	648	659	972	983	0.67	22.9	1
chr2L:7912927-7915086	chr2L:7910119-7912619	100.000	12	0	0	648	659	974	985	0.67	22.9	1
chr2L:7912927-7915086	chr2L:7910119-7912619	100.000	12	0	0	648	659	976	987	0.67	22.9	1
chr2L:7912927-7915086	chr2L:7910119-7912619	100.000	12	0	0	648	659	978	989	0.67	22.9	1
chr2L:7912927-7915086	chr2L:7910119-7912619	100.000	12	0	0	648	659	980	991	0.67	22.9	1
chr2L:7912927-7915086	chr2L:7910119-7912619	100.000	12	0	0	648	659	982	993	0.67	22.9	1
chr2L:7912927-7915086	chr2L:7910119-7912619	100.000	12	0	0	648	659	993	982	0.67	22.9	1
chr2L:7912927-7915086	chr2L:7910119-7912619	100.000	12	0	0	648	659	984	995	0.67	22.9	1
chr2L:7912927-7915086	chr2L:7910119-7912619	100.000	12	0	0	648	659	995	984	0.67	22.9	1
chr2L:7912927-7915086	chr2L:7910119-7912619	100.000	12	0	0	648	659	986	997	0.67	22.9	1
chr2L:7912927-7915086	chr2L:7910119-7912619	100.000	12	0	0	648	659	997	986	0.67	22.9	1
chr2L:7912927-7915086	chr2L:7910119-7912619	100.000	12	0	0	648	659	988	999	0.67	22.9	1
chr2L:7912927-7915086	chr2L:7910119-7912619	100.000	12	0	0	648	659	999	988	0.67	22.9	1
chr2L:7912927-7915086	chr2L:7910119-7912619	100.000	12	0	0	648	659	990	1001	0.67	22.9	1
chr2L:7912927-7915086	chr2L:7910119-7912619	100.000	12	0	0	648	659	1001	990	0.67	22.9	1
chr2L:7912927-7915086	chr2L:7910119-7912619	100.000	12	0	0	648	659	992	1003	0.67	22.9	1
chr2L:7912927-7915086	chr2L:7910119-7912619	100.000	12	0	0	648	659	1003	992	0.67	22.9	1
