chr2R:18900816-18903316	chr2R:18895703-18898203	94.444	18	1	0	2007	2024	824	807	0.018	29.2	1
chr2R:18900816-18903316	chr2R:18895703-18898203	93.750	16	1	0	2009	2024	820	805	0.22	25.6	1
chr2R:18900816-18903316	chr2R:18895703-18898203	88.889	18	2	0	2007	2024	820	803	0.22	24.7	1
chr2R:18900816-18903316	chr2R:18895703-18898203	93.333	15	1	0	2008	2022	1490	1476	0.77	23.8	1
chr2R:18900816-18903316	chr2R:18895703-18898203	71.429	63	14	3	1617	1676	1784	1845	0.77	23.8	2
chr2R:18900816-18903316	chr2R:18895703-18898203	100.000	12	0	0	333	344	124	113	0.77	22.9	0
chr2R:18900816-18903316	chr2R:18895703-18898203	100.000	12	0	0	2013	2024	488	477	0.77	22.9	0
chr2R:18900816-18903316	chr2R:18895703-18898203	88.235	17	2	0	208	224	941	925	0.77	22.9	1
chr2R:18900816-18903316	chr2R:18895703-18898203	100.000	12	0	0	1119	1130	1112	1101	0.77	22.9	0
chr2R:18900816-18903316	chr2R:18895703-18898203	100.000	12	0	0	1620	1631	1200	1211	0.77	22.9	0
chr2R:18900816-18903316	chr2R:18895703-18898203	100.000	12	0	0	1495	1506	1395	1384	0.77	22.9	0
chr2R:18900816-18903316	chr2R:18895703-18898203	100.000	12	0	0	1081	1092	1477	1488	0.77	22.9	0
chr2R:18900816-18903316	chr2R:18895703-18898203	100.000	12	0	0	569	580	1488	1477	0.77	22.9	0
chr2R:18900816-18903316	chr2R:18895703-18898203	88.235	17	2	0	1975	1991	1524	1540	0.77	22.9	1
