chrX:7684060-7686560	chrX:7660576-7663076	80.851	47	9	0	2183	2229	2127	2081	2.37e-07	45.5	2
chrX:7684060-7686560	chrX:7660576-7663076	83.784	37	6	0	673	709	1251	1287	2.88e-06	41.0	1
chrX:7684060-7686560	chrX:7660576-7663076	92.593	27	2	0	2194	2220	1993	1967	2.88e-06	41.0	1
chrX:7684060-7686560	chrX:7660576-7663076	87.879	33	3	1	850	882	1282	1251	1.01e-05	39.2	1
chrX:7684060-7686560	chrX:7660576-7663076	83.333	36	6	0	2186	2221	1947	1912	1.01e-05	39.2	1
chrX:7684060-7686560	chrX:7660576-7663076	80.952	42	5	1	2182	2220	2173	2132	1.01e-05	39.2	2
chrX:7684060-7686560	chrX:7660576-7663076	84.848	33	5	0	2183	2215	1992	1960	3.51e-05	38.3	1
chrX:7684060-7686560	chrX:7660576-7663076	91.304	23	2	0	680	702	1279	1257	4.28e-04	33.7	1
chrX:7684060-7686560	chrX:7660576-7663076	69.620	79	21	1	2183	2258	2166	2088	4.28e-04	33.7	3
chrX:7684060-7686560	chrX:7660576-7663076	83.333	30	5	0	677	706	1286	1257	0.001	32.8	1
chrX:7684060-7686560	chrX:7660576-7663076	80.000	35	7	0	2183	2217	2109	2075	0.001	32.8	1
chrX:7684060-7686560	chrX:7660576-7663076	75.758	66	8	5	2189	2250	2226	2165	0.001	32.8	2
chrX:7684060-7686560	chrX:7660576-7663076	82.353	34	5	1	856	889	1252	1284	0.001	31.9	1
chrX:7684060-7686560	chrX:7660576-7663076	81.250	32	6	0	2189	2220	1992	1961	0.001	31.9	1
chrX:7684060-7686560	chrX:7660576-7663076	77.500	40	8	1	851	890	1245	1283	0.018	29.2	2
chrX:7684060-7686560	chrX:7660576-7663076	83.333	30	4	1	686	715	1251	1279	0.018	29.2	1
chrX:7684060-7686560	chrX:7660576-7663076	86.957	23	3	0	868	890	1284	1262	0.018	29.2	1
chrX:7684060-7686560	chrX:7660576-7663076	80.000	30	6	0	666	695	1274	1245	0.018	28.3	1
chrX:7684060-7686560	chrX:7660576-7663076	94.118	17	1	0	2078	2094	2094	2078	0.064	27.4	1
chrX:7684060-7686560	chrX:7660576-7663076	91.304	23	0	2	1035	1056	1009	1030	0.064	26.5	1
chrX:7684060-7686560	chrX:7660576-7663076	79.310	29	6	0	2069	2097	2100	2072	0.064	26.5	1
chrX:7684060-7686560	chrX:7660576-7663076	100.000	13	0	0	329	341	770	782	0.22	24.7	1
chrX:7684060-7686560	chrX:7660576-7663076	100.000	13	0	0	1214	1226	1399	1411	0.22	24.7	1
chrX:7684060-7686560	chrX:7660576-7663076	88.889	18	2	0	2078	2095	1941	1924	0.22	24.7	1
chrX:7684060-7686560	chrX:7660576-7663076	88.235	17	2	0	2078	2094	2115	2099	0.77	22.9	1
