chrX:16773913-16776413	chrX:16752964-16755464	85.185	27	3	1	122	147	127	101	0.018	28.3	1
chrX:16773913-16776413	chrX:16752964-16755464	94.118	17	1	0	1779	1795	115	131	0.064	27.4	1
chrX:16773913-16776413	chrX:16752964-16755464	85.714	21	3	0	1774	1794	109	129	0.22	25.6	1
chrX:16773913-16776413	chrX:16752964-16755464	82.609	23	4	0	1789	1811	108	130	0.22	24.7	1
chrX:16773913-16776413	chrX:16752964-16755464	88.889	18	2	0	2016	2033	135	118	0.22	24.7	1
chrX:16773913-16776413	chrX:16752964-16755464	100.000	13	0	0	2025	2037	130	118	0.22	24.7	1
chrX:16773913-16776413	chrX:16752964-16755464	100.000	13	0	0	2024	2036	130	118	0.22	24.7	1
chrX:16773913-16776413	chrX:16752964-16755464	100.000	13	0	0	2023	2035	130	118	0.22	24.7	1
chrX:16773913-16776413	chrX:16752964-16755464	100.000	13	0	0	2022	2034	130	118	0.22	24.7	1
chrX:16773913-16776413	chrX:16752964-16755464	100.000	13	0	0	1694	1706	1926	1914	0.22	24.7	1
chrX:16773913-16776413	chrX:16752964-16755464	75.000	32	8	0	1783	1814	94	125	0.77	22.9	1
chrX:16773913-16776413	chrX:16752964-16755464	100.000	12	0	0	2087	2098	1840	1851	0.77	22.9	0
