chrX:4140318-4145024	chrX:4137618-4140118	95.000	20	1	0	480	499	1926	1945	0.003	32.8	0
chrX:4140318-4145024	chrX:4137618-4140118	95.000	20	1	0	481	500	1928	1947	0.003	32.8	0
chrX:4140318-4145024	chrX:4137618-4140118	90.909	22	2	0	1206	1227	1423	1444	0.003	31.9	0
chrX:4140318-4145024	chrX:4137618-4140118	94.737	19	1	0	1201	1219	1926	1944	0.010	31.0	0
chrX:4140318-4145024	chrX:4137618-4140118	94.737	19	1	0	481	499	1931	1949	0.010	31.0	0
chrX:4140318-4145024	chrX:4137618-4140118	88.000	25	2	1	1204	1227	991	1015	0.034	29.2	1
chrX:4140318-4145024	chrX:4137618-4140118	94.444	18	1	0	1341	1358	1795	1812	0.034	29.2	0
chrX:4140318-4145024	chrX:4137618-4140118	100.000	15	0	0	1347	1361	1795	1809	0.034	28.3	0
chrX:4140318-4145024	chrX:4137618-4140118	100.000	15	0	0	1206	1220	1933	1947	0.034	28.3	0
chrX:4140318-4145024	chrX:4137618-4140118	94.118	17	1	0	1344	1360	1795	1811	0.12	27.4	0
chrX:4140318-4145024	chrX:4137618-4140118	86.957	23	1	1	480	500	1413	1435	0.12	26.5	0
chrX:4140318-4145024	chrX:4137618-4140118	89.474	19	2	0	481	499	1423	1441	0.12	26.5	0
chrX:4140318-4145024	chrX:4137618-4140118	89.474	19	2	0	481	499	1424	1442	0.12	26.5	0
chrX:4140318-4145024	chrX:4137618-4140118	89.474	19	2	0	1340	1358	1797	1815	0.12	26.5	0
chrX:4140318-4145024	chrX:4137618-4140118	100.000	14	0	0	1206	1219	1932	1945	0.12	26.5	0
chrX:4140318-4145024	chrX:4137618-4140118	85.714	21	3	0	1291	1311	1796	1816	0.42	25.6	0
chrX:4140318-4145024	chrX:4137618-4140118	93.750	16	1	0	1202	1217	1931	1946	0.42	25.6	0
chrX:4140318-4145024	chrX:4137618-4140118	88.889	18	2	0	1202	1219	986	1003	0.42	24.7	0
chrX:4140318-4145024	chrX:4137618-4140118	82.609	23	4	0	1206	1228	1928	1950	0.42	24.7	0
chrX:4140318-4145024	chrX:4137618-4140118	88.889	18	2	0	1202	1219	1932	1949	0.42	24.7	0
